,Excitatory L6,Excitatory L5,Inhibitory Sst,Inhibitory Vip,Excitatory L4,Inhibitory Pvalb,Inhibitory Other,Excitatory L2/3,Astro,Other,Endo,Olig,Smc,Neuron Other,Micro
19,0.07447539,0.027542721,0.08529299,0.22796372,0.003316353,0.015138957,0.12108305,0.0057987,0.17042892,0.10168215,0.005708205,0.0006512873,0.11389101,0.00032160472,0.04670489
20,0.020646702,0.09114544,0.17151764,0.059544034,0.046010405,0.004218665,0.08583899,0.01900436,0.13802378,0.059786253,0.016439911,0.06609161,0.06756113,0.00036398298,0.1538072
21,0.007929761,0.073845096,0.09630677,0.048428245,0.000690855,0.0069227125,0.036289528,0.12178492,0.07351817,0.038505204,0.028878685,0.38267994,0.08348204,0.00044499373,0.00029290878
22,0.020304874,0.0547621,0.045615382,0.06276311,0.023692437,0.060089532,0.0065880395,0.046990514,0.020117814,0.026143061,0.08883855,0.35335648,0.08360492,0.106634445,0.0004988453
23,0.16333751,0.062287953,0.04401782,0.079407446,0.025987968,0.09376751,0.05858353,0.00031385184,0.084702305,0.029080331,0.06536369,0.06652792,0.087374784,0.12539575,0.0138515625
24,0.1974826,0.05375697,0.06575501,0.1626022,0.052259978,0.0404295,0.016687425,0.005880093,0.06791105,0.014495004,0.079881325,0.024623945,0.087059125,0.00049984397,0.13067593
25,0.24510668,0.06915031,0.08670851,0.10755832,0.06030684,0.03271262,0.0748012,0.026273271,0.055731338,0.026428493,0.043661714,0.022116285,0.1490544,0.00027337568,0.00011670756
26,0.093388185,0.19395627,0.07841495,0.07698609,0.0021529067,0.060156617,0.079988725,0.057854883,0.041422192,0.06310803,0.030307913,0.099728405,0.11281146,0.0014451762,0.008278249
27,0.055111658,0.18975247,0.049295433,0.0545756,0.001046821,0.012746405,0.12317756,0.12211179,0.083856136,0.00031107833,0.15077949,0.04550644,0.0057482575,0.1058309,0.00015004948
28,0.033303414,0.099897,0.08818659,0.042283557,0.0019984837,0.01975791,0.07255005,0.09103567,0.054585055,0.093101576,0.065998256,0.18729414,0.039609306,0.0010341364,0.10936492
29,0.028865976,0.14326797,0.052764535,0.09681132,0.042595804,0.052038744,0.033475984,0.013886958,0.07464429,0.09193612,0.26274326,5.4896223e-05,0.027714344,0.07896277,0.00023707502
30,0.043424945,0.06227534,0.060069364,0.06458463,0.10356383,0.070367314,0.041549336,0.0002888252,0.045269497,0.07031713,0.23310474,0.011529414,0.025096057,0.06827776,0.10028186
31,0.049869012,0.040779967,0.05056467,0.04952509,0.11172679,0.06721389,0.05712988,0.007508085,0.04423246,0.042274676,0.19979921,0.006342234,0.08240553,0.054475322,0.1361532
32,0.047794282,0.03482986,0.043678436,0.0427625,0.0931941,0.10848821,0.046892043,0.13718316,0.05701466,0.103117794,0.23849097,0.0022577909,0.023225563,0.010985217,0.010085303
33,0.04931207,0.07269211,0.03214113,0.058176197,0.06735905,0.043289073,0.071513586,0.1523118,0.08934947,0.04537779,0.16915375,0.0005110978,0.06396478,0.0006960981,0.08415205
34,0.038629003,0.04891972,0.0466523,0.064501464,0.046877347,0.050074212,0.051108934,0.18507619,0.054957118,0.088743955,0.15086639,0.007093393,0.0319946,0.078847714,0.055657614
35,0.031329777,0.038215026,0.03455047,0.051921688,0.030097501,0.09006419,0.0574781,0.12902527,0.022020629,0.060891803,0.16167207,0.034989968,0.06546401,0.062382888,0.1298966
36,0.03898065,0.032019258,0.009715883,0.05370628,0.027640868,0.060772043,0.03923623,0.09946312,0.037904657,0.063522376,0.13341048,0.000110965484,0.06643264,0.16126637,0.17581819
37,0.044987604,0.033906586,0.05503863,0.038423467,0.0075040692,0.06738139,0.14155348,0.0025192555,0.07262191,0.020445907,0.20375918,0.007374406,0.026549704,0.14810993,0.12982452
38,0.113747016,0.07483177,0.07762829,0.1077805,0.018294973,0.08583021,0.024246002,0.1979327,0.036369745,0.11033847,0.023931757,0.04961315,0.07812803,0.0011848435,0.00014263816
39,0.05898338,0.018457912,0.041816782,0.065348536,0.022911467,0.081230685,0.078805186,0.0049807765,0.033354573,0.006057534,0.08394412,0.26936346,0.02112715,0.21258233,0.0010361121
40,0.046801906,0.016356515,0.035676517,0.10335528,0.011260573,0.06375115,0.07349576,0.041725036,0.053141795,0.12514333,0.034979872,0.3325946,0.044884782,0.008858355,0.007974545
41,0.05912784,0.02081865,0.06776968,0.052897885,0.009999799,0.06270878,0.02717019,0.048645873,0.07997957,0.17053065,0.03141306,0.2868765,0.07816184,0.0015174707,0.002382275
42,0.13598612,0.08309804,0.08905269,0.043791953,0.036280327,0.017804502,0.084274955,0.0015761227,0.06932501,0.08761568,0.015145805,0.10631461,0.093695365,0.08951242,0.04652636
43,0.2086571,0.05573771,0.057351585,0.07080109,0.050772853,0.06982667,0.04005961,0.009363943,0.071752936,0.026815757,0.07497134,0.024527354,0.105108805,0.045316067,0.08893706
44,0.14109223,0.072860815,0.069526,0.061757497,0.034402054,0.16177115,0.024465479,0.018539151,0.09462097,0.050906036,0.063890964,0.029707193,0.0358403,0.004333591,0.13628657
45,0.057123285,0.10919485,0.09361022,0.06875675,0.005711706,0.06669699,0.05297496,0.113390125,0.13449538,0.07499695,0.12877405,0.023009067,0.07080779,9.053728e-05,0.0003673187
46,0.060893536,0.16223,0.050777383,0.062131375,0.016573535,0.051967572,0.07398435,0.00044822783,0.122229874,0.055831034,0.03740478,0.049727917,0.050421003,0.10186753,0.103511974
47,0.046665385,0.22505885,0.08111874,0.09687809,0.03950529,0.06255209,0.15623137,0.04645309,0.08116196,0.066202365,0.009199728,0.0028346118,0.06343934,0.006164591,0.016534427
48,0.045095198,0.14583956,0.0681725,0.068445764,0.13963322,0.083600454,0.08060273,0.00014751255,0.05856594,0.052016564,0.03910316,0.0173121,0.08675248,0.07990717,0.034805585
49,0.05015367,0.06863119,0.04497502,0.051133174,0.19573236,0.11660468,0.037148908,3.670124e-05,0.0684131,0.00812401,0.037541866,0.0076680905,0.106212296,0.079187185,0.12843771
50,0.07133613,0.010103466,0.025980769,0.06160476,0.1621373,0.12111396,0.073151335,0.005133112,0.039500672,0.04155964,0.08730849,0.0038194756,0.025692085,0.2633815,0.008177223
51,0.058117334,0.029354118,0.040783286,0.07151157,0.06951035,0.0763642,0.0728824,0.1442155,0.051596455,0.011791241,0.12557605,0.023112506,0.052773096,0.04639605,0.12601584
52,0.064184025,0.020546194,0.055511437,0.051661376,0.01901567,0.15716958,0.036041953,0.17210199,0.034828976,0.025151374,0.019991633,0.00057694444,0.060597528,0.2010086,0.08161274
53,0.086971864,0.00016418529,0.07021292,0.119223535,0.1362683,0.04333829,0.07135327,0.21646744,0.042522598,0.024035757,4.45123e-05,0.05317921,0.060128063,1.7443783e-05,0.07607259
54,0.06733568,0.0006103024,0.1596277,0.08337631,0.055295337,0.022187907,0.06557946,0.24121904,0.04453269,0.051053576,0.020574737,0.01474744,0.10625091,0.0023927386,0.06521612
55,0.029512737,0.01149579,0.057967927,0.06059119,0.056234084,0.023610808,0.18186875,0.07558855,0.10315762,0.047274996,0.027182462,0.008429438,0.098885484,0.00016451978,0.21803567
56,0.049336612,0.04244651,0.032327488,0.020996828,0.010721924,0.08112569,0.14957301,0.0023301924,0.18626791,0.16723995,0.19587952,0.0021472645,0.009875915,0.00036925133,0.049361985
57,0.07013991,0.104657985,0.050005395,0.041701715,0.0016663271,0.060041822,0.078468375,0.13251981,0.04083002,0.044223715,0.045442045,0.083815806,0.070149794,0.0019299707,0.17440723
58,0.028608005,0.13910669,0.03048322,0.055877805,0.035505887,0.054541584,0.08021325,0.007661998,0.11198897,0.058893345,0.09715677,0.14983313,0.06396863,0.00044840272,0.08571234
59,0.06170249,0.009889529,0.08524945,0.07296467,0.023235666,0.030471766,0.0506846,0.014406796,0.035900082,0.07179167,0.086142726,0.288617,0.13702309,0.031292148,0.00062823395
60,0.05400027,0.002819193,0.047113337,0.062216163,0.0150503395,0.06496431,0.0853708,0.019268453,0.011866267,0.09214545,0.061088745,0.3548656,0.0965609,0.00023163519,0.032438517
61,0.10819688,0.12197837,0.045369625,0.05984478,0.0015680882,0.06884597,0.08611792,0.0009483134,0.04250195,0.10252233,0.05897298,0.09005334,0.049177624,0.12474542,0.039156407
62,0.12557594,0.03746297,0.100438505,0.04075184,0.06191617,0.04514774,0.05406459,0.04933531,0.07213255,0.12439587,0.023650685,0.033778068,0.051691767,0.17961515,4.291065e-05
63,0.1687486,0.05070701,0.09210884,0.06923704,0.042089377,0.069978215,0.047699478,0.0012711972,0.039406497,0.013632315,0.05033887,0.03112112,0.08628622,0.17104085,0.06633437
64,0.09416986,0.20110752,0.09292305,0.053414382,0.00478926,0.0144569725,0.112918966,0.0009247719,0.078263864,0.05446994,0.000872325,0.015543688,0.056877594,0.21163699,0.0076308316
65,0.070811205,0.221547,0.062699355,0.08862509,0.0029986377,0.091694556,0.024251504,0.0018729268,0.057101447,0.07151724,0.0356992,0.12325245,0.08953435,0.0014209602,0.05697411
66,0.054983452,0.15337026,0.07699074,0.054413132,0.01613725,0.08312093,0.058531992,0.2159423,0.08037283,0.011663638,0.025604844,0.0003822902,0.007897699,0.048182532,0.112406105
67,0.029308105,0.0986283,0.055943463,0.075342536,0.1355614,0.050166525,0.045961868,0.00073711167,0.03792785,0.052233253,0.117140375,0.049195923,0.040024985,0.0004648813,0.21136339
68,0.053459596,0.026310131,0.040374402,0.06263357,0.22873527,0.08663191,0.03132482,0.0016657175,0.073258765,0.09481952,0.086171255,0.023827374,0.03238032,0.102933936,0.055473395
69,0.073010065,0.04089748,0.05904746,0.06798463,0.2414198,0.052488055,0.058083206,0.00023204868,0.0517797,0.053096294,0.038527597,0.063632086,0.057479847,0.097215846,0.045105852
70,0.077686116,0.0666001,0.06237245,0.07042235,0.18415736,0.10397981,0.06253818,0.044305302,0.07921069,0.024592826,0.033633158,0.04199433,0.11744876,0.0006039756,0.030454554
71,0.06911951,0.0331517,0.036378663,0.10626797,0.08137174,0.056221686,0.10820403,0.18813935,0.08107059,0.059312407,0.044493884,0.012713029,0.09948863,0.000115561896,0.023951186
72,0.058058012,0.04181955,0.058335386,0.09599124,0.075455554,0.16355725,0.06233137,0.13377886,0.08142018,0.056649458,0.05521907,0.025859311,0.059820015,0.031176819,0.000527988
73,0.08573379,0.013507485,0.058302812,0.052422337,0.0013639029,0.04213726,0.061809722,0.30914876,0.04872724,0.026036656,0.04967765,0.009831312,0.07057118,0.041321572,0.12940826
74,0.016568083,0.06417687,0.057059355,0.087166585,0.0031757313,0.083551474,0.14971289,0.0033068433,0.08500834,0.026618304,0.0020293447,0.027368143,0.06584072,0.00032987393,0.32808745
75,0.07883397,0.029001711,0.021170394,0.1369447,0.034777194,0.13426383,0.029788528,0.014897386,0.25746495,0.15616493,0.0009707399,0.08214378,0.01900785,0.0041591167,0.00041074288
76,0.0073942943,0.20335308,0.042395912,0.0986318,0.08339968,0.0058507654,0.25303763,0.008441489,0.05197312,0.07677659,0.0030911232,0.0010060415,0.12409141,0.005047292,0.035509787
77,0.06721317,0.17553923,0.1177361,0.13037854,0.0073003583,0.02335007,0.03669702,0.0002917543,0.20554285,0.06350972,0.0124971615,0.03960333,0.08706777,0.00032902265,0.0329441
78,0.025588064,0.043077033,0.06596706,0.05261612,0.06502062,0.08364135,0.06552874,0.0045251423,0.0678034,0.13877882,0.06579975,0.3204553,0.00039116887,0.00067480066,0.0001325229
79,0.044212576,0.07373694,0.048042856,0.06406071,0.011523336,0.03371661,0.10446991,0.0073574358,0.06699535,0.095627464,0.05931507,0.3056122,0.078801125,0.0061355405,0.00039287956
80,0.11873583,0.08691436,0.05841106,0.076902516,0.006654618,0.06664326,0.08525895,0.00027885832,0.062115155,0.05854305,0.06671351,0.017176231,0.10047054,0.0002683099,0.19491382
81,0.15488057,0.035189636,0.0667748,0.07776044,0.010085484,0.024854794,0.05634565,0.079266906,0.050159033,0.13230881,0.10801497,0.030406915,0.057072375,0.047954235,0.06892541
82,0.083909616,0.06364,0.059133667,0.07767738,0.020842347,0.23134585,0.07911076,0.018013302,0.12718703,0.021602519,0.14495084,0.03947844,0.032903273,0.00019645228,8.546045e-06
83,0.061261453,0.08972743,0.06462539,0.06242852,0.020219171,0.14771836,0.10272821,0.044833824,0.0857574,0.050404556,0.07198804,0.049995806,0.04097256,8.59731e-05,0.10725339
84,0.0367075,0.24621174,0.09502444,0.09339166,0.0118300645,0.071947865,0.07873328,0.01384281,0.11582641,0.01793217,0.020723427,0.0030177399,0.08299018,0.0003642483,0.1114564
85,0.050282866,0.120677926,0.032055207,0.03355174,0.01512793,0.054759383,0.0515933,0.011208185,0.0682475,0.09343034,0.044134945,0.03663895,0.08120626,0.25316757,0.053917922
86,0.07049531,0.051745806,0.10723156,0.0638112,0.1673444,0.048636016,0.094425224,0.00073824916,0.06429697,0.032728463,0.1280498,0.06662522,0.08314883,0.0020342586,0.018688604
87,0.032604847,0.08583997,0.06690387,0.063294396,0.27877092,0.044320505,0.05248566,0.08827489,0.08918861,0.04461227,0.013599837,0.02599013,0.07570339,0.00083970284,0.037571047
88,0.062932596,0.01598517,0.061433837,0.06081032,0.22632685,0.060058128,0.029435217,8.169492e-05,0.04876058,0.00016660847,0.09816164,0.0077143656,0.075340346,0.119088456,0.1337042
89,0.033138845,0.057473067,0.07253144,0.06097176,0.13363247,0.095257424,0.04329552,0.123097524,0.04808592,0.110524155,0.035276532,0.08297187,0.050278403,0.00023462091,0.053230457
90,0.05325947,0.031673543,0.08143939,0.045676913,0.052590597,0.047008365,0.018959234,0.18902417,0.062238608,0.036079936,0.062094785,0.011604711,0.06345922,0.14358066,0.10131049
91,0.052326493,0.0032577883,0.040936124,0.050526224,0.0012807507,0.0047216755,0.07492348,0.05411889,0.033052724,0.033451963,0.012339373,0.045335475,0.11104762,0.2940269,0.18865459
92,0.02674655,0.026360104,0.016936932,0.04212112,0.06067284,0.073811,0.066433504,0.19888672,0.07646589,0.007489058,0.08268644,0.010072444,0.035160355,0.17840226,0.0977548
93,0.028647047,0.03324286,0.038364988,0.037370913,0.040561575,0.04910325,0.025666917,0.053526744,0.10607269,0.003990264,0.0023801464,0.027919307,0.00020805204,0.122088894,0.43085635
94,0.056347426,0.006853579,0.052893218,0.047404747,0.03616931,0.039391816,0.08031386,0.002541394,0.073557995,0.025944991,0.0074073006,0.17283021,0.12352109,0.0014689672,0.2733541
95,0.06897549,0.1691998,0.07153094,0.10784518,9.358815e-05,0.047931395,0.062150583,0.0021557298,0.054698642,0.10545792,0.14083111,0.09069939,0.041713905,0.001020636,0.035695687
96,0.026883492,0.052602846,0.057482123,0.03855478,0.026434379,0.030972816,0.07629187,0.032059405,0.066954404,0.12683344,0.04803576,0.25733507,0.040126096,0.0003176725,0.11911582
97,0.051332414,0.045844533,0.05444604,0.07219314,0.037781794,0.042415675,0.045739748,0.0029134452,0.10585778,0.1038852,0.009514414,0.37818882,0.049464934,0.0001725891,0.00024942684
98,0.05455444,0.08355841,0.03251408,0.04473056,0.001589927,0.048624933,0.018347638,0.059611153,0.03999734,0.030374885,0.060991198,0.24521887,0.03256699,0.19504263,0.052276947
99,0.16341902,0.054655697,0.042119745,0.06278407,0.027866857,0.08907513,0.07626702,0.00010851879,0.041803308,0.05810518,0.109584965,0.09322625,0.12800048,0.012778969,0.04020472
100,0.12280606,0.032612115,0.06645093,0.05212523,0.011927686,0.17040473,0.04901018,0.027563859,0.077314086,0.017899198,0.07197133,0.055260003,0.07286904,0.16652188,0.005263727
101,0.12534235,0.093688875,0.09138859,0.087464236,0.079541855,0.12695907,0.07834247,0.00060647225,0.038292576,0.07058987,0.0005094996,0.14188509,0.055931553,4.775818e-05,0.009409722
102,0.02476998,0.08240326,0.16656454,0.069207616,0.07826575,0.001396007,0.1279385,0.07909048,0.08575503,0.08272671,0.078121394,0.034073748,0.086993456,0.0022555182,0.0004380122
103,0.05203992,0.16589266,0.039375372,0.092898294,3.2207514e-05,0.06789148,0.04808867,0.0004308337,0.069956385,0.011093246,0.0704786,0.020766417,0.046162724,0.27017698,0.04471623
104,0.044913784,0.11934263,0.08149539,0.058716416,0.051268842,0.16558434,0.06643057,0.03434211,0.08097879,0.093335874,0.009506404,0.11567805,0.024625229,0.00080607977,0.05297554
105,0.07474198,0.020177376,0.068187304,0.060997333,0.16352484,0.07680569,0.087991744,0.00083565863,0.07665804,0.05440375,0.025467228,0.000676335,0.07818878,0.0115224505,0.1998215
106,0.050802354,0.041286334,0.07759762,0.035494722,0.19678618,0.11415582,0.07211304,0.001321326,0.067410916,0.001243833,0.048164073,0.0010236237,0.124083064,0.002876965,0.1656401
107,0.051215384,0.036387466,0.09111315,0.053871408,0.22819331,0.049962748,0.06761454,0.071271844,0.059334993,0.039413728,0.09088515,0.021218726,0.08768995,0.01080312,0.041024387
108,0.056128003,0.024583312,0.041338928,0.066789486,0.08074439,0.0901412,0.063082315,0.10582725,0.07247869,0.059830166,0.040376168,0.019120285,0.081741646,0.18664888,0.011169389
109,0.034013472,0.0508017,0.050394423,0.07376191,0.07409543,0.07499082,0.08722409,0.17077279,0.05636697,0.01875574,0.12496216,0.03595723,0.045339644,0.10214192,0.00042171706
110,0.018553576,0.056098532,0.032439552,0.08451635,0.013876133,0.039175402,0.082900904,0.28029314,0.038552653,0.061509557,0.067262515,0.021245092,0.052422192,0.031085998,0.12006839
111,0.097968124,0.00436819,0.12006867,0.064846754,0.029246945,0.037554305,0.06743149,0.14744121,0.06944963,0.1582451,0.0024684707,0.02718584,0.0712906,0.09403153,0.008403207
112,0.031647086,0.019479292,0.017150411,0.06838912,0.0758182,0.07367887,0.10284018,0.06611456,0.101182446,0.08640912,0.26532218,0.03937609,0.03867219,9.354129e-05,0.013826631
113,0.04154747,0.12990381,0.05575665,0.041522704,0.0014712157,0.13143997,0.13520616,0.09088904,0.09251528,0.03538805,0.14103785,0.011702267,0.052729484,0.0009038938,0.037986174
114,0.021931307,0.10794249,0.1095324,0.10067712,0.0044645406,0.06374288,0.021228595,0.01312429,0.16458817,0.06210821,0.0012370123,0.23363177,0.048106615,0.04751199,0.00017267452
115,0.059263982,0.018760743,0.026401466,0.0721316,0.068972744,0.06782541,0.034193363,0.0012309628,0.03517083,0.10278854,0.0074961367,0.46535408,0.036524683,0.0038532543,3.2216572e-05
116,0.11755408,0.049171567,0.07380388,0.05181972,0.051906582,0.04562009,0.060011137,0.02390159,0.024907487,0.017065696,0.15771465,0.17644961,0.057521403,0.09170684,0.0008456553
117,0.14458741,0.07944553,0.057246078,0.043963138,0.037431676,0.044699874,0.05660601,0.0015410166,0.035907425,0.061287597,0.05055525,0.084312215,0.09409154,0.19179763,0.01652767
118,0.18513224,0.055892132,0.013795935,0.07784676,0.10358316,0.07014023,0.0885861,0.0005628552,0.07042886,0.068178244,0.034056094,0.014805869,0.12511446,0.08353394,0.008343288
119,0.15388763,0.054144766,0.0625735,0.06579539,0.033904355,0.036700066,0.06833728,0.038914032,0.071254306,0.041078374,0.11086738,0.013095039,0.070637286,0.10334838,0.075462215
120,0.029048637,0.15767238,0.08811065,0.05947784,0.0013741665,0.074109375,0.04974508,0.00040836836,0.063786276,0.06278084,0.053446434,0.10426023,0.003468435,0.17120361,0.08110776
121,0.038325947,0.1913688,0.11243023,0.054549735,0.0040047793,0.13937157,0.092396304,0.028268138,0.050822124,0.008472569,0.0379308,0.05200221,0.057241403,0.026608292,0.10620708
122,0.04643411,0.1474047,0.054580215,0.06701028,0.119248845,0.026761541,0.10441552,0.038934145,0.07449317,0.06899289,0.062166307,0.00029530982,0.06193603,0.038546126,0.08878087
123,0.06201181,0.04505926,0.056540545,0.053773094,0.21469983,0.06654836,0.06579463,0.0013852646,0.0891127,0.075470746,0.045119528,0.038080268,0.017070279,0.13499913,0.03433456
124,0.05821154,0.118037075,0.12416283,0.0644859,0.19690974,0.0525108,0.059070833,0.00068833504,0.10494553,0.07731138,0.02025184,0.041813385,0.081077434,0.00011434868,0.00040900876
125,0.08936071,0.079439275,0.08620285,0.059804022,0.07036772,0.049841825,0.041070983,0.18699428,0.05413365,0.042201202,0.039527852,0.024090014,0.0076247673,0.0001926674,0.16914819
126,0.053437375,0.05013736,0.05052413,0.094708845,0.08297701,0.0931991,0.09770517,0.10267039,0.062485933,0.06580101,0.124792986,0.023607224,0.024196247,0.06380168,0.0099555
127,0.03696421,0.08435777,0.039689306,0.045560334,0.020961415,0.092921905,0.115805574,0.07143346,0.063208446,0.073438,0.08140209,0.00017431151,0.05234664,0.07584056,0.14589587
128,0.05677986,0.024983197,0.060455937,0.07873753,0.05648283,0.033291187,0.1061432,0.13957117,0.08952857,0.044522017,0.12880993,0.018499214,0.11204342,0.048844308,0.0013076985
129,0.015473743,0.0461246,0.0805814,0.06337671,0.067799464,0.0017545098,0.11406359,0.14605753,0.039156213,9.1364265e-05,0.01117749,0.028923143,0.031585414,0.1258059,0.22802903
130,0.02877536,0.02667291,0.13269599,0.041945267,0.068270616,0.04985437,0.0067507457,0.019867642,0.009269513,0.21372765,0.22890319,0.12808737,0.0014840581,0.02774191,0.015953373
131,0.018054755,0.09672394,0.13423228,0.02794453,0.021360066,0.008814867,0.50373656,0.0070618973,0.020703427,0.06634587,0.004520149,0.04306649,0.035614677,0.0062875994,0.005532967
132,0.013624755,0.06980718,0.19842587,0.072185434,0.011901507,0.024151813,0.10160697,0.041408956,0.07598874,0.09216723,0.0030414003,0.06537478,0.05874963,0.086381555,0.08518427
133,0.04773396,0.03973653,0.17083238,0.08319401,0.0028272665,0.007770682,0.13601936,0.01630691,0.07205404,0.09514614,0.00045673436,0.24097392,0.05127359,0.0007800052,0.03489461
134,0.032653872,0.058458973,0.049041245,0.05116339,0.0092223,0.048613936,0.043820165,0.03429901,0.002728091,0.07159946,0.05978996,0.47219852,0.06626787,7.1050024e-05,7.209758e-05
135,0.11725548,0.05771775,0.05462901,0.046662837,0.019011231,0.07410312,0.07386443,0.0006855391,0.09840264,0.11408435,0.0014718309,0.17740239,0.04156277,0.12254715,0.00059954054
136,0.16381921,0.051287945,0.04518281,0.07004007,0.06458529,0.14167187,0.0527234,0.004737788,0.06612456,0.13395974,0.052004356,0.0136162825,0.06635767,0.04200866,0.031880286
137,0.13754696,0.086325146,0.07141779,0.06883395,0.009512609,0.051305752,0.010629613,0.0002454711,0.04627753,0.063276894,0.057448685,0.029038655,0.06966234,0.2377375,0.060741145
138,0.10799386,0.08928275,0.055695813,0.058461446,0.037344247,0.057298504,0.06480399,0.0011367731,0.078527845,0.1191469,0.0631462,0.001066431,0.1161955,0.090642504,0.059257302
139,0.10729196,0.11504455,0.123420246,0.032816652,0.0016092943,0.117407374,0.101173654,0.05611725,0.064720966,0.04290539,0.11110353,0.029460799,0.07753346,0.00012372971,0.01927107
140,0.029028617,0.22025912,0.14812636,0.032807756,0.03683246,0.1021406,0.082863174,0.0002092218,0.04230215,0.0676195,0.013453111,0.059674587,0.11347414,0.05051372,0.0006954735
141,0.023814952,0.15774916,0.021731513,0.029305693,0.06414998,0.07994236,0.09635692,0.018593337,0.05003244,0.017345943,0.031639375,0.016975893,0.026826616,0.3136224,0.05191346
142,0.06482778,0.05320051,0.020303292,0.060947362,0.16611087,0.1221855,0.04247768,0.00013204495,0.104577266,0.027384594,0.06960157,0.006173066,0.0714902,0.19049828,8.9993126e-05
143,0.04468208,0.047123097,0.0706281,0.05531712,0.23417959,0.062293854,0.036387116,0.0842811,0.05835685,7.29335e-05,0.06729424,0.048508734,0.045197792,0.0079245465,0.13775286
144,0.054170642,0.046521902,0.08676175,0.08315317,0.11547329,0.07814189,0.040120173,0.16568066,0.10009227,0.05311507,0.04598584,0.00046967983,0.1076431,0.00013262284,0.02253788
145,0.04270069,0.05117616,0.05532077,0.08867005,0.100995414,0.048136286,0.07159879,0.18322589,0.063456275,0.050064474,0.037600793,0.027727714,0.0865447,0.0006799066,0.092102095
146,0.057935044,0.045384537,0.03781138,0.08578518,0.0493567,0.08594527,0.04996943,0.14057669,0.071896106,0.06101446,0.13450705,0.00040828623,0.011305282,0.02941928,0.13868524
